Title,Date
"The Originals: Temporada 3: Um bonde chamado desejo","30/09/2018"
"Noite de Lobos","29/09/2018"
"The Originals: Temporada 3: Presente de grego","28/09/2018"
"The Originals: Temporada 3: Anjos caídos","28/09/2018"
"The Originals: Temporada 3: Coração selvagem","27/09/2018"
"The Originals: Temporada 3: Fantasma no Mississipi","26/09/2018"
"The Originals: Temporada 3: Arriscando a própria pele","26/09/2018"
"The Originals: Temporada 3: A outra garota de Nova Orleans","26/09/2018"
"The Originals: Temporada 3: Nada simples","25/09/2018"
"The Originals: Temporada 3: O mais lindo dos erros","25/09/2018"
"Doenças do Século 21: Temporada 1: Capítulo 1: Um mundo tóxico","25/09/2018"
"Como Defender um Assassino: Temporada 4: Aguenta firme, mamãe","25/09/2018"
"Como Defender um Assassino: Temporada 4: Eu a amo","25/09/2018"
"Como Defender um Assassino: Temporada 4: Ela já foi competente no trabalho?","25/09/2018"
"The Originals: Temporada 3: A carta de Axeman","24/09/2018"
"The Originals: Temporada 3: Brincando com fogo","24/09/2018"
"The Last Kingdom: Temporada 1: Episódio 2","23/09/2018"
"The Originals: Temporada 3: Até o inferno ou Nova Orleans","23/09/2018"
"The Originals: Temporada 3: Olha o que você fez com a lua","23/09/2018"
"The Originals: Temporada 3: Para o novo milênio","23/09/2018"
"The Originals: Temporada 2: Das cinzas às cinzas","23/09/2018"
"The Originals: Temporada 2: O doce sabor da vingança","23/09/2018"
"The Originals: Temporada 2: Cidade submersa","23/09/2018"
"The Originals: Temporada 2: Quando a represa se rompe","23/09/2018"
"The Originals: Temporada 2: A noite tem mil olhos","23/09/2018"
"The Originals: Temporada 2: Porta vermelha","23/09/2018"
"The Originals: Temporada 2: Corpo extraordinário","23/09/2018"
"The Originals: Temporada 2: Viva e deixe morrer","23/09/2018"
"Como Defender um Assassino: Temporada 4: É para um bem maior","23/09/2018"
"The Originals: Temporada 2: Salve minha alma","23/09/2018"
"Pandora","22/09/2018"
"Como Defender um Assassino: Temporada 4: Eu não sou ela","20/09/2018"
"The Originals: Temporada 2: Todos perguntaram por você","19/09/2018"
"Como Defender um Assassino: Temporada 4: Estou indo embora","19/09/2018"
"The Originals: Temporada 2: Eu te amo, adeus","19/09/2018"
"The Originals: Temporada 2: O diabo está condenado","18/09/2018"
"The Originals: Temporada 2: Santuário","18/09/2018"
"The Originals: Temporada 2: Irmandade dos condenados","18/09/2018"
"The Originals: Temporada 2: Suposta trégua","17/09/2018"
"The Originals: Temporada 2: O mapa dos momentos","17/09/2018"
"The Originals: Temporada 2: Os irmãos esquecidos","17/09/2018"
"Seguindo os Fatos: Parte 1: O futuro dos conteúdos falsos","16/09/2018"
"Explicando: Temporada 1: Vida extraterrestre","16/09/2018"
"The Originals: Temporada 2: Correndo atrás do diabo","16/09/2018"
"The Originals: Temporada 2: Uma trama cheia de nós","16/09/2018"
"Good Girls: Temporada 1: Bomba atômica","16/09/2018"
"Good Girls: Temporada 1: Divisa","16/09/2018"
"Good Girls: Temporada 1: Mais grana, mais problemas","16/09/2018"
"Good Girls: Temporada 1: Piloto","16/09/2018"
"12 Horas Para Sobreviver: O Ano da Eleição","15/09/2018"
"The Originals: Temporada 2: Filho de toda mãe","15/09/2018"
"The Originals: Temporada 2: Bem vivo","15/09/2018"
"The Originals: Temporada 2: Renascimento","15/09/2018"
"As Telefonistas: Temporada 3: Capítulo 24: O destino","15/09/2018"
"As Telefonistas: Temporada 3: Capítulo 23: A esperança","15/09/2018"
