Title,Date
"Downton Abbey: Temporada 2: Episódio 7","15/08/2016"
"Scream: Temporada 2: Criaturas celestiais","15/08/2016"
"O Lado Bom da Vida","14/08/2016"
"Caçadores de Emoção","06/08/2016"
"Scream: Temporada 2: O silêncio do lago","03/08/2016"
"Downton Abbey: Temporada 2: Episódio 6","02/08/2016"
"Downton Abbey: Temporada 2: Episódio 5","01/08/2016"
"Downton Abbey: Temporada 2: Episódio 4","31/07/2016"
"Downton Abbey: Temporada 2: Episódio 3","31/07/2016"
"Downton Abbey: Temporada 2: Episódio 2","31/07/2016"
"Downton Abbey: Temporada 2: Episódio 1","31/07/2016"
"How I Met Your Mother: Temporada 2: Como Lily Arruinou o Natal","31/07/2016"
"Downton Abbey: Temporada 1: Episódio 7","31/07/2016"
"Downton Abbey: Temporada 1: Episódio 6","31/07/2016"
"A identidade Bourne - Renascido em perigo","31/07/2016"
"Sr. e Sra. Smith","30/07/2016"
"Scream: Temporada 2: O orfanato","28/07/2016"
"Downton Abbey: Temporada 1: Episódio 5","24/07/2016"
"Downton Abbey: Temporada 1: Episódio 4","24/07/2016"
"Downton Abbey: Temporada 1: Episódio 3","24/07/2016"
"Rocky um Lutador","24/07/2016"
"Scream: Temporada 2: A cidade dos amaldiçoados","23/07/2016"
"That '70s Show: Temporada 1: O cinema drive-in","18/07/2016"
"Invasão à Casa Branca","17/07/2016"
"The Hunt: Temporada 1: Esconde-esconde","17/07/2016"
"The Hunt: Temporada 1: No aperto das temporadas","17/07/2016"
"Invasão a Londres","16/07/2016"
"Platoon","16/07/2016"
"The Hunt: Temporada 1: A fome do mar","16/07/2016"
"The Hunt: Temporada 1: Corrida contra o tempo","16/07/2016"
"The Hunt: Temporada 1: Nenhum lugar para se esconder","16/07/2016"
"The Hunt: Temporada 1: O desafio mais difícil","16/07/2016"
"Scream: Temporada 2: Deixe ela entrar","16/07/2016"
"O Lobo de Wall Street","15/07/2016"
"Scream: Temporada 2: Olhos Famintos","09/07/2016"
"Sons of Anarchy: Temporada 1: Sono tranquilo","04/07/2016"
"Sons of Anarchy: Temporada 1: Grande dedo-duro","04/07/2016"
"Scream: Temporada 2: Madrugada dos mortos","04/07/2016"
"Sons of Anarchy: Temporada 1: Cara-metade","04/07/2016"
"Sons of Anarchy: Temporada 1: Depois da tempestade, o inferno","04/07/2016"
"Sons of Anarchy: Temporada 1: O pagamento","04/07/2016"
"Sons of Anarchy: Temporada 1: Segredos enterrados","04/07/2016"
"Sons of Anarchy: Temporada 1: AK-51","04/07/2016"
"Sons of Anarchy: Temporada 1: Devolução","03/07/2016"
"Sons of Anarchy: Temporada 1: Unificação","03/07/2016"
"Sons of Anarchy: Temporada 1: Parque de diversões","03/07/2016"
"Sons of Anarchy: Temporada 1: Sementes","03/07/2016"
"Sons of Anarchy: Temporada 1: Piloto","03/07/2016"
"Galinha Pintadinha: 2ª temporada: Volume 2","03/07/2016"
"O Sinal – Frequência do Medo","01/07/2016"
"The Walking Dead: Temporada 5: Tentar","27/06/2016"
"The Walking Dead: Temporada 5: Desperdiçar","27/06/2016"
"The Walking Dead: Temporada 5: Esquecer","27/06/2016"
"The Walking Dead: Temporada 5: Lembrar","27/06/2016"
"Scream: Temporada 2: Feliz Aniversário para mim","26/06/2016"
"The Walking Dead: Temporada 5: Distância","24/06/2016"
"The Walking Dead: Temporada 5: Crucifixos","23/06/2016"
"The Walking Dead: Temporada 5: Consumidos","23/06/2016"
"The Walking Dead: Temporada 5: Autoajuda","20/06/2016"
"The Walking Dead: Temporada 5: Cidade das lápides","20/06/2016"
"Angry Birds Toons: Temporada 1: Episódio 1","20/06/2016"
"The Walking Dead: Temporada 5: Quatro paredes e um telhado","19/06/2016"
"Bloodline: Temporada 1: Parte 1","19/06/2016"
"Scream: Temporada 2: Temos vagas","19/06/2016"
"Jogos Vorazes: A Esperança - O Final","19/06/2016"
"Barbie Life in the Dreamhouse: Temporada 1: Presa no armário","18/06/2016"
"Two and a Half Men: Temporada 1: Falta de sorte","12/06/2016"
"Downton Abbey: Temporada 1: Episódio 2","11/06/2016"
"Downton Abbey: Temporada 1: Episódio 1","11/06/2016"
"Scream: Temporada 2: Psicose","11/06/2016"
"Scream: Temporada 2: Eu sei o que vocês fizeram no verão passado","11/06/2016"
"Linha de frente","02/06/2016"
"Kick-Ass 2","08/05/2016"
"A fuga do Planeta Terra","08/05/2016"
"Barbie Life in the Dreamhouse: Temporada 1: Cabelo Kensacional!","03/05/2016"
"Barbie Life in the Dreamhouse: Temporada 1: Gafe nos presentes","03/05/2016"
"Para sempre Alice","03/05/2016"
"Monstros S.A.","29/04/2016"
"Meu Malvado Favorito 2","29/04/2016"
"Shrek Bate o Sino","29/04/2016"
"Amor Sem Escalas","27/04/2016"
"Cão de briga","23/04/2016"
"Ultraman Tiga & Ultraman Dyna: Os Guerreiros da Estrela da Luz","23/04/2016"
"Onze homens e um segredo","18/04/2016"
"Our World War: O Primeiro Dia","15/04/2016"
"Hercules","13/04/2016"
"Jiro Dreams of Sushi","03/04/2016"
"Matilda","03/04/2016"
"Two and a Half Men: Temporada 1: Cigarros e feromônios","27/03/2016"
"Two and a Half Men: Temporada 1: Banho de loja","27/03/2016"
"Two and a Half Men: Temporada 1: Feliz Dia de Ação de Graças","27/03/2016"
"Two and a Half Men: Temporada 1: Fase um, concluída","27/03/2016"
"Two and a Half Men: Temporada 1: Vinte e cinco pré-adolescentes","27/03/2016"
"Two and a Half Men: Temporada 1: Se vão para o mesmo lado, são falsos","27/03/2016"
"Two and a Half Men: Temporada 1: Você procurou direito?","27/03/2016"
"Two and a Half Men: Temporada 1: Quer acabar corcunda?","27/03/2016"
"Two and a Half Men: Temporada 1: Se não dá para compor, vou tirar uma soneca","27/03/2016"
"Invictus","27/03/2016"
"Resident Evil - O hóspede maldito","20/03/2016"
"Hackers - Piratas de computador","14/03/2016"
"Idas e vindas do amor","12/03/2016"
"Gossip Girl: Temporada 1: Piloto","12/03/2016"
"Alvin e os Esquilos 3","12/03/2016"
"Two and a Half Men: Temporada 1: Vá para o inferno","09/03/2016"
"Two and a Half Men: Temporada 1: Imbecis de asas","09/03/2016"
"Scream: Temporada 1: Revelações","06/03/2016"
"Scream: Temporada 1: O baile","06/03/2016"
"Scream: Temporada 1: Fantasmas","06/03/2016"
"Scream: Temporada 1: Linha de frente","04/03/2016"
"Scream: Temporada 1: Traição","04/03/2016"
"Forças Especiais","03/03/2016"
"Scream: Temporada 1: Exposta","02/03/2016"
"Scream: Temporada 1: Seguindo","02/03/2016"
"Scream: Temporada 1: Vamos brincar?","02/03/2016"
"Scream: Temporada 1: Oi, Emma","02/03/2016"
"Scream: Temporada 1: Piloto","02/03/2016"
"O Albergue 3","29/02/2016"
"Rota de Fuga","28/02/2016"
"Lost: Temporada 1: Piloto parte 1","28/02/2016"
"Breaking Bad: Temporada 1: And the Bag's in the River","28/02/2016"
"A incrível história de Adaline","27/02/2016"
"Politicamente Incorreto - A Série: Temporada 1: Episódio 1","27/02/2016"
"O Incrível Mundo de Gumball: Temporada 1: A dívida","27/02/2016"
"O Incrível Mundo de Gumball: Temporada 1: O terceiro","27/02/2016"
"O Incrível Mundo de Gumball: Temporada 1: O responsável","26/02/2016"
"O Incrível Mundo de Gumball: Temporada 1: O DVD","26/02/2016"
"Marco Polo: Temporada 1: Os viajantes","25/02/2016"
"Politicamente Incorreto - A Série: Temporada 1: Episódio 8","25/02/2016"
"Politicamente Incorreto - A Série: Temporada 1: Episódio 7","25/02/2016"
"Black Sails: Temporada 1: IV","23/02/2016"
"Black Sails: Temporada 1: III","22/02/2016"
"Breaking Bad: Temporada 1: The Cat's in the Bag","21/02/2016"
"Breaking Bad: Temporada 1: Piloto","21/02/2016"
"The Vampire Diaries: Temporada 1: Piloto","21/02/2016"
"Black Sails: Temporada 1: II","21/02/2016"
"Black Sails: Temporada 1: I","21/02/2016"
"Politicamente Incorreto - A Série: Temporada 1: Episódio 6","21/02/2016"
"Politicamente Incorreto - A Série: Temporada 1: Episódio 5","21/02/2016"
"Politicamente Incorreto - A Série: Temporada 1: Episódio 4","21/02/2016"
"Alvin e os Esquilos","21/02/2016"
"Politicamente Incorreto - A Série: Temporada 1: Episódio 3","18/02/2016"
"Politicamente Incorreto - A Série: Temporada 1: Episódio 2","15/02/2016"
"Hotel Transilvânia","14/02/2016"
"Peppa Pig: Temporada 1: Esconde-esconde/ A escolinha/ Mamãe trabalhando/ Brincando de bobinho","11/02/2016"
"Peppa Pig: Temporada 1: Poças de lama/ Onde está o Senhor Dinossauro?/ Melhor amiga/ Polly Papagaio","11/02/2016"
"Operações Especiais","10/02/2016"
"Você é o próximo","02/02/2016"
"Z Nation: Temporada 1: Banquete na Filadélfia","20/01/2016"
"Z Nation: Temporada 1: Ensinando zumbis","20/01/2016"
"Marco Polo: One Hundred Eyes","20/01/2016"
"O Brasil Deu Certo? E Agora?","20/01/2016"
"Narcos: Temporada 1: La gran mentira","15/01/2016"
"Narcos: Temporada 1: Chorarás lágrimas de sangue","15/01/2016"
"Narcos: Temporada 1: Explosivos","15/01/2016"
"Narcos: Temporada 1: Haverá um futuro","14/01/2016"
"Narcos: Temporada 1: O palácio em chamas","14/01/2016"
"Narcos: Temporada 1: Os homens de sempre","14/01/2016"
"Pecado Original","13/01/2016"
"Narcos: Temporada 1: A espada de Simón Bolívar","13/01/2016"
"Narcos: Temporada 1: A chegada","13/01/2016"
"Cocktail","12/01/2016"
"Matador de aluguel","12/01/2016"
"Making a Murderer: Parte 1: Dezoito anos perdidos","12/01/2016"
"Mortal Kombat","12/01/2016"
"Um sonho possível","11/01/2016"
"Na Natureza Selvagem","09/01/2016"
"Barbie e as sapatilhas mágicas","06/01/2016"
"Cosmos: Uma Odisseia do Espaço-Tempo: Temporada 1: Escondido na Luz","05/01/2016"
"Inimigo do Estado","03/01/2016"
"The Seven Deadly Sins: O leitor de livros","01/01/2016"
"Sons of Anarchy: Temporada 6: Trabalho de mãe","26/12/2015"
"Sons of Anarchy: Temporada 6: Você é minha luz","26/12/2015"
"Sons of Anarchy: Temporada 6: Nada pessoal","25/12/2015"
"Sons of Anarchy: Temporada 6: Huang wu","25/12/2015"
"Sons of Anarchy: Temporada 6: João 8:32","25/12/2015"
"Sons of Anarchy: Temporada 6: Los fantasmas","24/12/2015"
"Sons of Anarchy: Temporada 6: Recomeço","24/12/2015"
"Sons of Anarchy: Temporada 6: Salvamento","24/12/2015"
"Sons of Anarchy: Temporada 6: O rei louco","24/12/2015"
"Sons of Anarchy: Temporada 6: Armadilha","24/12/2015"
"Sons of Anarchy: Temporada 6: Penitência","24/12/2015"
"Sons of Anarchy: Temporada 6: Um um seis","24/12/2015"
"Sons of Anarchy: Temporada 6: Os pecados do passado","24/12/2015"
"Sons of Anarchy: Temporada 5: Um dia daqueles","23/12/2015"
"Sons of Anarchy: Temporada 5: Malévolo","23/12/2015"
"Vikings: Temporada 1: Despossuído","22/12/2015"
"Sons of Anarchy: Temporada 5: Ordem na casa","21/12/2015"
"Sons of Anarchy: Temporada 5: Crucificado","21/12/2015"
"Sons of Anarchy: Temporada 5: Andare pescare","21/12/2015"
"Sons of Anarchy: Temporada 5: Ablação","21/12/2015"
"Sons of Anarchy: Temporada 5: Caminhos perigosos","21/12/2015"
"Sons of Anarchy: Temporada 5: Mundo pequeno","21/12/2015"
"Sons of Anarchy: Temporada 5: Seguindo em frente","21/12/2015"
"Sons of Anarchy: Temporada 5: O velório","21/12/2015"
"Sons of Anarchy: Temporada 5: Manobras","21/12/2015"
"Sons of Anarchy: Temporada 5: Autoridades","21/12/2015"
"Sons of Anarchy: Temporada 5: Soberano","16/12/2015"
"Sons of Anarchy: Temporada 4: Ser - Parte 2","16/12/2015"
"Sons of Anarchy: Temporada 4: Ser - Parte 1","16/12/2015"
"Guerra dos dragões","16/12/2015"
"Sons of Anarchy: Temporada 4: Purificado pelo fogo","16/12/2015"
"Sons of Anarchy: Temporada 4: O dever chama","15/12/2015"
"Sons of Anarchy: Temporada 4: Mão","15/12/2015"
"Sons of Anarchy: Temporada 4: Beijo","15/12/2015"
"Sons of Anarchy: Temporada 4: Receita de família","15/12/2015"
"Sons of Anarchy: Temporada 4: Frutas para os corvos","15/12/2015"
"Sons of Anarchy: Temporada 4: Com um X","15/12/2015"
"Sons of Anarchy: Temporada 4: O título","15/12/2015"
"Sons of Anarchy: Temporada 4: Una venta","13/12/2015"
"Sons of Anarchy: Temporada 4: Dorylus","13/12/2015"
"Morte Súbita","08/12/2015"
"Mad Men: Temporada 3: Out of Town","07/12/2015"
"Sons of Anarchy: Temporada 4: Hora de decisão","07/12/2015"
"Sons of Anarchy: Temporada 4: Fora da prisão","07/12/2015"
"Sons of Anarchy: Temporada 3: NS","06/12/2015"
"Sons of Anarchy: Temporada 3: A agente June","06/12/2015"
"Battle for Haditha","06/12/2015"
"Sons of Anarchy: Temporada 3: Leite","06/12/2015"
"Sons of Anarchy: Temporada 3: A verdade","06/12/2015"
"Sons of Anarchy: Temporada 3: A jornada","06/12/2015"
"Sons of Anarchy: Temporada 3: O grande lago","06/12/2015"
"Sons of Anarchy: Temporada 3: Problemas nos negócios","06/12/2015"
"Sons of Anarchy: Temporada 3: O empurrão","06/12/2015"
"Sons of Anarchy: Temporada 3: Virando e virando","04/12/2015"
"Sons of Anarchy: Temporada 3: O lar","04/12/2015"
"Sons of Anarchy: Temporada 3: Cuidados","04/12/2015"
"Sons of Anarchy: Temporada 3: À procura de Abel","04/12/2015"
"Sons of Anarchy: Temporada 3: SO","04/12/2015"
"Sons of Anarchy: Temporada 2: Tempo de conflitos","04/12/2015"
"Sons of Anarchy: Temporada 2: O abate","03/12/2015"
"Sons of Anarchy: Temporada 2: Acordo secreto","03/12/2015"
"Sons of Anarchy: Temporada 2: Bálsamo","03/12/2015"
"Sons of Anarchy: Temporada 2: O juiz","03/12/2015"
"Sons of Anarchy: Temporada 2: Troca de presentes","03/12/2015"
"Sons of Anarchy: Temporada 2: Gilead, o monte do testemunho","03/12/2015"
"Sons of Anarchy: Temporada 2: Falx cerebri","03/12/2015"
"Sons of Anarchy: Temporada 2: Ataque","03/12/2015"
"Sons of Anarchy: Temporada 2: Eureka","03/12/2015"
"Sons of Anarchy: Temporada 2: Tempos difíceis","03/12/2015"
"Uma saída de mestre","26/11/2015"
"Wall Street - Poder e cobiça","25/11/2015"
"Fim dos Tempos","23/11/2015"
"1408","23/11/2015"
"Hooligans","16/11/2015"
"Mad Men: Temporada 2: Meditations in an Emergency","15/11/2015"
"Mad Men: Temporada 2: The Mountain King","15/11/2015"
"Mad Men: Temporada 2: The Jet Set","15/11/2015"
"Mad Men: Temporada 2: The Inheritance","15/11/2015"
"Mad Men: Temporada 2: Six-Month Leave","15/11/2015"
"The Seven Deadly Sins: Discípulo da destruição","12/11/2015"
"The Seven Deadly Sins: O terrível Canon","12/11/2015"
"The Seven Deadly Sins: Sentimentos antigos","12/11/2015"
"The Seven Deadly Sins: O festival de luta de Byzel","12/11/2015"
"The Seven Deadly Sins: Pulsação das trevas","12/11/2015"
"A Saga Viking","12/11/2015"
"The Seven Deadly Sins: A temível cavaleira sagrada","11/11/2015"
"The Seven Deadly Sins: Uma reunião emocionante","10/11/2015"
"The Seven Deadly Sins: O poema do início","08/11/2015"
"The Seven Deadly Sins: Mesmo que você morra","08/11/2015"
"The Seven Deadly Sins: O sonho de uma garotinha","08/11/2015"
"The Seven Deadly Sins: O pecado da Floresta Adormecida","08/11/2015"
"The Seven Deadly Sins: A espada do cavaleiro sagrado","08/11/2015"
"Oblivion","08/11/2015"
"The Seven Deadly Sins: Os Sete Pecados Capitais","08/11/2015"
"The Returned: Temporada 1: Camille","02/11/2015"
"O Livro de Eli","01/11/2015"
"O exterminador do futuro","01/11/2015"
"Fomos heróis","01/11/2015"
"Um ato de liberdade","01/11/2015"
"Mad Men: Temporada 2: A Night to Remember","31/10/2015"
"Mad Men: Temporada 2: The Gold Violin","31/10/2015"
"Mighty Morphin Power Rangers: Temporada 1: High Five","27/10/2015"
"Mighty Morphin Power Rangers: Temporada 1: Day of the Dumpster","27/10/2015"
"Beasts of No Nation","26/10/2015"
"Barbie - A princesa e a pop star","24/10/2015"
"Mad Men: Temporada 2: Maidenform","19/10/2015"
"Mad Men: Temporada 2: The New Girl","18/10/2015"
"Mad Men: Temporada 2: Three Sundays","18/10/2015"
"Mad Men: Temporada 2: The Benefactor","18/10/2015"
"Extermínio","16/10/2015"
"Mad Men: Temporada 2: Flight 1","12/10/2015"
"Mad Men: Temporada 2: For Those Who Think Young","11/10/2015"
"Mad Men: Temporada 1: The Wheel","11/10/2015"
"Mad Men: Temporada 1: Nixon vs. Kennedy","11/10/2015"
"José - O Rei dos Sonhos","11/10/2015"
"Mad Men: Temporada 1: Long Weekend","05/10/2015"
"Mad Men: Temporada 1: 5G","29/09/2015"
"The Musketeers: Temporada 1: Amigos e inimigos","26/09/2015"
"Mad Men: Temporada 1: New Amsterdam","24/09/2015"
"Mad Men: Temporada 1: Marriage of Figaro","24/09/2015"
"Mad Men: Temporada 1: Ladies Room","24/09/2015"
"Mad Men: Temporada 1: Shoot","24/09/2015"
"Mad Men: Temporada 1: The Hobo Code","24/09/2015"
"Mad Men: Temporada 1: Red in the Face","24/09/2015"
"Mad Men: Temporada 1: Babylon","23/09/2015"
"Mad Men: Temporada 1: Smoke Gets in Your Eyes","23/09/2015"
"Prenda-me se for capaz","21/09/2015"
"O terminal","20/09/2015"
"Naruto: Temporada 1: My Name Is Konohamaru!","20/09/2015"
"Naruto: Temporada 1: Enter: Naruto Uzumaki!","20/09/2015"
"Madrugada dos Mortos","19/09/2015"
"A Noite dos Mortos Vivos - Re-Animação","19/09/2015"
"Hercules","18/09/2015"
"300","16/09/2015"
"O Atirador 4","14/09/2015"
"Atirador","13/09/2015"
"Cosmos: Uma Odisseia do Espaço-Tempo: Temporada 1: Um Céu Cheio de Fantasmas","13/09/2015"
"Como treinar o seu dragão","12/09/2015"
"O patriota","08/09/2015"
"O homem da máscara de ferro","06/09/2015"
"House of Cards: Temporada 1: Capítulo 7","02/09/2015"
"Modern Family: Temporada 4: A revelação","31/08/2015"
"Modern Family: Temporada 4: Meu herói","31/08/2015"
"Modern Family: Temporada 4: Dia das profissões","31/08/2015"
"Narcos: Temporada 1: Decolando","30/08/2015"
"Narcos: Temporada 1: La Catedral","30/08/2015"
"Modern Family: Temporada 4: A venda da casa","24/08/2015"
"Modern Family: Temporada 4: O futuro dos Dunphy","24/08/2015"
"O Mundo Segundo os Brasileiros: Temporada 3: Andaluzia","24/08/2015"
"O Mundo Segundo os Brasileiros: Temporada 3: Assunção","24/08/2015"
"O Mundo Segundo os Brasileiros: Temporada 3: Porto","23/08/2015"
"Narcoguerra: Temporada 1: Aerporto Internacional de Bogotá","22/08/2015"
"Preciosa – Uma História de Esperança","21/08/2015"
"Como Treinar o Seu Dragão 2","21/08/2015"
"O Espetacular Homem-Aranha","21/08/2015"
"Chaves: A fonte dos desejos","17/08/2015"
"Enrolados","17/08/2015"
"Chaves: Quem com catapora fere, com catapora será ferido!","17/08/2015"
"Chaves: A morte do Seu Madruga","17/08/2015"
"Chaves: O atropelamento","16/08/2015"
"RuPaul's Drag Race: Temporada 6: Veneno: o Rusical","15/08/2015"
"Barbie Life in the Dreamhouse: Temporada 1: Festa dos cachorros","09/08/2015"
"Barbie Life in the Dreamhouse: Temporada 1: Quem faz mais sucesso?","09/08/2015"
"O Palhaço","09/08/2015"
"Wet Hot American Summer: First Day of Camp: Temporada 1: O almoço","09/08/2015"
"Wet Hot American Summer: First Day of Camp: Temporada 1: A chegada","09/08/2015"
"Cosmos: Uma Odisseia do Espaço-Tempo: Temporada 1: Quando o Conhecimento Venceu o Medo","07/08/2015"
"Barbie Life in the Dreamhouse: Temporada 1: Redecorando","04/08/2015"
"Chaves: O primeiro dia de aula - Parte 2","04/08/2015"
"The Walking Dead: Temporada 4: A","03/08/2015"
"Legend of the Guardians: The Owls of Ga'Hoole","02/08/2015"
"The Walking Dead: Temporada 4: Nós","02/08/2015"
"The Walking Dead: Temporada 4: O bosque","02/08/2015"
"The Walking Dead: Temporada 4: Sozinho","02/08/2015"
"The Walking Dead: Temporada 4: Alambique","02/08/2015"
"The Walking Dead: Temporada 4: Tem dono","02/08/2015"
"The Walking Dead: Temporada 4: Prisioneiros","29/07/2015"
"The Walking Dead: Temporada 4: Depois","29/07/2015"
"The Walking Dead: Temporada 4: Longe demais","29/07/2015"
"The Walking Dead: Temporada 4: Peso morto","29/07/2015"
"The Walking Dead: Temporada 4: Isca viva","28/07/2015"
"The Walking Dead: Temporada 4: Confinados","28/07/2015"
"The Walking Dead: Temporada 4: Indiferença","28/07/2015"
"Sense8: Temporada 1: Ressonância límbica","28/07/2015"
"Doctor Who: Temporada 1: Aliens of London","28/07/2015"
"Doctor Who: Temporada 1: The Unquiet Dead","27/07/2015"
"The Walking Dead: Temporada 4: Isolamento","27/07/2015"
"The Walking Dead: Temporada 4: Infectados","27/07/2015"
"Barbie Life in the Dreamhouse: Temporada 1: O rally da Barbie","22/07/2015"
"RuPaul's Drag Race: Temporada 6: Ai que medo","21/07/2015"
"RuPaul's Drag Race: Temporada 6: A grande estreia - parte 2","21/07/2015"
"RuPaul's Drag Race: Temporada 5: O lago das drags","21/07/2015"
"RuPaul's Drag Race: Temporada 5: Contagem Rugressiva","21/07/2015"
"A verdade nua e crua","20/07/2015"
"RuPaul's Drag Race: Temporada 6: Lacre final","20/07/2015"
"RuPaul's Drag Race: Temporada 6: Contagem Rugressiva","20/07/2015"
"RuPaul's Drag Race: Temporada 6: A grande estreia - parte 1","19/07/2015"
"RuPaul's Drag Race: Temporada 5: Abrindo a boca no buraco","19/07/2015"
"RuPaul's Drag Race: Temporada 5: RuPaullywood ou nada","19/07/2015"
"RuPaul's Drag Race: Temporada 5: Reencontros!","19/07/2015"
"Doctor Who: Temporada 1: The End of the World","19/07/2015"
"Sense8: Temporada 1: Seremos julgados pela coragem dos nossos corações","19/07/2015"
"Eu te Amo, Beth Cooper","18/07/2015"
"O Último Desafio","16/07/2015"
"Galinha Pintadinha: 4ª temporada: Volume 4","16/07/2015"
"Doctor Who: Temporada 1: Rose","16/07/2015"
"A Era de escuridão","16/07/2015"
"Daybreakers","16/07/2015"
"O Impossível","13/07/2015"
"O nevoeiro","12/07/2015"
"Sense8: Temporada 1: O poder da literatura","11/07/2015"
"Lendas da Paixão","11/07/2015"
"Walking with Dinosaurs: Temporada 1: New Blood","10/07/2015"
"Jurassic Park: O Parque dos Dinossauros","10/07/2015"
"Arrow: Temporada 1: Danificado","10/07/2015"
"Arrow: Temporada 1: Um homem inocente","10/07/2015"
"Arrow: Temporada 1: Atirador solitário","10/07/2015"
"Arrow: Temporada 1: Honre seu pai","09/07/2015"
"Cosmos: Uma Odisseia do Espaço-Tempo: Temporada 1: Coisas que as Moléculas Fazem","08/07/2015"
"Barbie Life in the Dreamhouse: Temporada 1: Cupcakes para dar e vender","07/07/2015"
"Barbie Life in the Dreamhouse: Temporada 1: Feliz Aniverário, Chelsea","07/07/2015"
"Especiais temáticos da turma da Mônica: Turma da Mônica - Bruxarias no aniversário","07/07/2015"
"Especiais temáticos da turma da Mônica: Turma da Mônica - Um plano para salvar o planeta","07/07/2015"
"Especiais temáticos da turma da Mônica: Turma da Mônica - Uma linda noite de Natal","07/07/2015"
"Especiais temáticos da turma da Mônica: Turma da Mônica - Um conto de Páscoa","06/07/2015"
"Especiais temáticos da turma da Mônica: Turma da Mônica - As doze badaladas dos sinos de Natal","06/07/2015"
"Kirikou - Os animais selvagens","05/07/2015"
"Shrek 2","05/07/2015"
"Dragões: A Origem das Corridas de Dragão","05/07/2015"
"Arrow: Temporada 1: Piloto","05/07/2015"
"The Borgias: Temporada 2: O touro dos Borgias","01/07/2015"
"The Walking Dead: Temporada 4: 30 dias sem acidentes","28/06/2015"
"A princesa e o sapo","27/06/2015"
"2012","26/06/2015"
"Orange Is the New Black: Temporada 3: A caminho da redenção","25/06/2015"
"Orange Is the New Black: Temporada 3: Empatizou, o clima acabou","25/06/2015"
"Orange Is the New Black: Temporada 3: Percevejos e mais","25/06/2015"
"Orange Is the New Black: Temporada 3: Dia das Mães","25/06/2015"
"Penny Dreadful: Temporada 1: Sessão espírita","23/06/2015"
"Penny Dreadful: Temporada 1: Trabalho noturno","22/06/2015"
"Os caça-fantasmas","20/06/2015"
"O bicho vai pegar 2","20/06/2015"
"Orange Is the New Black: Temporada 2: É azul, mas tem gosto vermelho","16/06/2015"
"O Mundo Segundo os Brasileiros: Temporada 2: Madri","13/06/2015"
"O Mundo Segundo os Brasileiros: Temporada 2: Havaí","08/06/2015"
"O Mundo Segundo os Brasileiros: Temporada 2: Sydney","08/06/2015"
"Valkyrie","03/06/2015"
"The Magnificent Seven: Temporada 1: Ghosts of the Confederacy","29/05/2015"
"The Passing Bells: Temporada 1: Episódio 1","28/05/2015"
"O Mundo Segundo os Brasileiros: Temporada 2: Taipé","28/05/2015"
"Ameaça Terrorista","28/05/2015"
"Diário dos Mortos","28/05/2015"
"Jogos Vorazes: A Esperança - Parte 1","25/05/2015"
"Samurai X 2 - O Inferno de Kyoto","23/05/2015"
"O Jogo da Imitação","22/05/2015"
"Barbie Life in the Dreamhouse: Temporada 1: Hoje é dia das irmãs","21/05/2015"
"Metastasis: Temporada 1: Episódio 1","15/05/2015"
"Troia","10/05/2015"
"Gênio indomável","09/05/2015"
"Beyblade: 1ª temporada: The Blade Raider","09/05/2015"
"Blade: Trinity","09/05/2015"
"Blade II: O Caçador de Vampiros","09/05/2015"
"Blade: O Caçador de Vampiros","09/05/2015"
"Os Bad Boys","09/05/2015"
"Dredd - O Juiz do Apocalipse","08/05/2015"
"Dia de treinamento","08/05/2015"
"Auschwitz: The Nazis and the Final Solution: Temporada 1: Surprising Beginnings","08/05/2015"
"How I Met Your Mother: Temporada 2: Força do Solteiro","07/05/2015"
"How I Met Your Mother: Temporada 2: Aposta com Tapa","07/05/2015"
"Zumbilândia","03/05/2015"
"Charlie Brown Jr - Ao Vivo - Música Popular Caiçara","03/05/2015"
"Heroes: Temporada 1: Genesis (aka In His Own Image)","03/05/2015"
"Katy Perry: O filme - Part of Me","01/05/2015"
"A Saga Crepúsculo - Amanhecer - Parte 2","01/05/2015"
"A Saga Crepúsculo - Amanhecer - Parte 1","01/05/2015"
"Se Beber, não Case","30/04/2015"
"Better Call Saul: Temporada 1: Uno","27/04/2015"
"Amor ou amizade","25/04/2015"
"A Mentira","25/04/2015"
"Te amarei para sempre","25/04/2015"
"10 coisas que eu odeio em você","25/04/2015"
"Superbad – É Hoje","25/04/2015"
"A Arte da Conquista","25/04/2015"
"Unbreakable Kimmy Schmidt: Temporada 1: Kimmy vai à escola!","19/04/2015"
"Unbreakable Kimmy Schmidt: Temporada 1: Kimmy dá um beijo!","19/04/2015"
"Unbreakable Kimmy Schmidt: Temporada 1: Kimmy tem uma consulta!","19/04/2015"
"Unbreakable Kimmy Schmidt: Temporada 1: Kimmy tem um encontro!","19/04/2015"
"Unbreakable Kimmy Schmidt: Temporada 1: Kimmy arruma emprego!","18/04/2015"
"Unbreakable Kimmy Schmidt: Temporada 1: Kimmy respira ar fresco!","12/04/2015"
"João e Maria - Caçadores de bruxas","12/04/2015"
"Cães de aluguel","11/04/2015"
"Touched by Auschwitz: Temporada 1: Episódio 1","11/04/2015"
"A Origem dos Guardiões","07/04/2015"
"Os Miseráveis","05/04/2015"
"Par Perfeito","04/04/2015"
"Chef","04/04/2015"
"Supernatural: Temporada 1: Em busca do papai","03/04/2015"
"Supernatural: Temporada 1: Piloto","03/04/2015"
"Encantada","30/03/2015"
"Vampiros","29/03/2015"
"O ataque dos vermes malditos","28/03/2015"
